record_id,docket_entry,attachment_number,filed_date_iso,docket_description,document_label,document_type,public_access_status,file_name,page_count_exact,size_bytes,sha256,sha1,md5,recap_pdf_url,internet_archive_url,courtlistener_document_url,pacer_pdf_url,pacer_price_usd
NJD-0668-055,536,55,2025-05-02,"BRIEF Supplemental Brief on Constructive Notice (Attachments: # 1 Appendix, # 2 Certification of Melissa A. Geist, # 3 Exhibit 1, # 4 Exhibit 2, # 5 Exhibit 3, # 6 Exhibit 4, # 7 Exhibit 5, # 8 Exhibit 6, # 9 Exhibit 7, # 10 Exhibit 8, # 11 Exhibit 9, # 12 Exhibit 10, # 13 Exhibit 11, # 14 Exhibit 12, # 15 Exhibit 13, # 16 Exhibit 14, # 17 Exhibit 15, # 18 Exhibit 16, # 19 Exhibit 17, # 20 Exhibit 18, # 21 Exhibit 19, # 22 Exhibit 20, # 23 Exhibit 21, # 24 Exhibit 22, # 25 Exhibit 23, # 26 Exhibit 24, # 27 Exhibit 25, # 28 Exhibit 26, # 29 Exhibit 27, # 30 Exhibit 28, # 31 Exhibit 29, # 32 Exhibit 30, # 33 Exhibit 31, # 34 Exhibit 32, # 35 Exhibit 33, # 36 Exhibit 34, # 37 Exhibit 35, # 38 Exhibit 36, # 39 Exhibit 37, # 40 Exhibit 38, # 41 Exhibit 39, # 42 Exhibit 40, # 43 Exhibit 41, # 44 Exhibit 42, # 45 Exhibit 43, # 46 Exhibit 44, # 47 Exhibit 45, # 48 Exhibit 46, # 49 Exhibit 47, # 50 Exhibit 48, # 51 Exhibit 49, # 52 Exhibit 50, # 53 Exhibit 51, # 54 Exhibit 52, # 55 Exhibit 53, # 56 Exhibit 54, # 57 Exhibit 55, # 58 Exhibit 56, # 59 Exhibit 57, # 60 Exhibit 58, # 61 Exhibit 59, # 62 Exhibit 60, # 63 Exhibit 61, # 64 Exhibit 62, # 65 Exhibit 63, # 66 Exhibit 64, # 67 Exhibit 65, # 68 Exhibit 66, # 69 Exhibit 67, # 70 Exhibit 68, # 71 Exhibit 69, # 72 Exhibit 70, # 73 Exhibit 71, # 74 Exhibit 72, # 75 Exhibit 73, # 76 Exhibit 74, # 77 Exhibit 75, # 78 Exhibit 76, # 79 Exhibit 77, # 80 Exhibit 78, # 81 Certificate of Service)(GEIST, MELISSA) (Entered: 05/02/2025)",Attachment 55,Exhibit 53,FREE_RECAP_PDF_AVAILABLE,0536-055.pdf,3,26084,72119e71ab42a0358efeefdac420fc7e9d9566dd8a02200374d7776906a6dd98,baa2bee547c4285af6b700d97dccec0522d2cccb,1ea21bea117be9e8962603a5a8b42f53,https://storage.courtlistener.com/recap/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.55.pdf,https://archive.org/download/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.55.pdf,https://www.courtlistener.com/docket/67665081/536/insulin-pricing-litigation/,https://ecf.njd.uscourts.gov/doc1/119022477640,
NJD-0668-056,536,56,2025-05-02,"BRIEF Supplemental Brief on Constructive Notice (Attachments: # 1 Appendix, # 2 Certification of Melissa A. Geist, # 3 Exhibit 1, # 4 Exhibit 2, # 5 Exhibit 3, # 6 Exhibit 4, # 7 Exhibit 5, # 8 Exhibit 6, # 9 Exhibit 7, # 10 Exhibit 8, # 11 Exhibit 9, # 12 Exhibit 10, # 13 Exhibit 11, # 14 Exhibit 12, # 15 Exhibit 13, # 16 Exhibit 14, # 17 Exhibit 15, # 18 Exhibit 16, # 19 Exhibit 17, # 20 Exhibit 18, # 21 Exhibit 19, # 22 Exhibit 20, # 23 Exhibit 21, # 24 Exhibit 22, # 25 Exhibit 23, # 26 Exhibit 24, # 27 Exhibit 25, # 28 Exhibit 26, # 29 Exhibit 27, # 30 Exhibit 28, # 31 Exhibit 29, # 32 Exhibit 30, # 33 Exhibit 31, # 34 Exhibit 32, # 35 Exhibit 33, # 36 Exhibit 34, # 37 Exhibit 35, # 38 Exhibit 36, # 39 Exhibit 37, # 40 Exhibit 38, # 41 Exhibit 39, # 42 Exhibit 40, # 43 Exhibit 41, # 44 Exhibit 42, # 45 Exhibit 43, # 46 Exhibit 44, # 47 Exhibit 45, # 48 Exhibit 46, # 49 Exhibit 47, # 50 Exhibit 48, # 51 Exhibit 49, # 52 Exhibit 50, # 53 Exhibit 51, # 54 Exhibit 52, # 55 Exhibit 53, # 56 Exhibit 54, # 57 Exhibit 55, # 58 Exhibit 56, # 59 Exhibit 57, # 60 Exhibit 58, # 61 Exhibit 59, # 62 Exhibit 60, # 63 Exhibit 61, # 64 Exhibit 62, # 65 Exhibit 63, # 66 Exhibit 64, # 67 Exhibit 65, # 68 Exhibit 66, # 69 Exhibit 67, # 70 Exhibit 68, # 71 Exhibit 69, # 72 Exhibit 70, # 73 Exhibit 71, # 74 Exhibit 72, # 75 Exhibit 73, # 76 Exhibit 74, # 77 Exhibit 75, # 78 Exhibit 76, # 79 Exhibit 77, # 80 Exhibit 78, # 81 Certificate of Service)(GEIST, MELISSA) (Entered: 05/02/2025)",Attachment 56,Exhibit 54,FREE_RECAP_PDF_AVAILABLE,0536-056.pdf,4,128003,122501b0c1831a1373a377e9057fb6bfae5c72245af099d65256f9b8bd94406a,3a1f77163297b0b03b2974fbd0f40933e794661c,16641d99fd4fc533cfc708b3839b01d6,https://storage.courtlistener.com/recap/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.56.pdf,https://archive.org/download/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.56.pdf,https://www.courtlistener.com/docket/67665081/536/insulin-pricing-litigation/,https://ecf.njd.uscourts.gov/doc1/119022477641,
NJD-0668-057,536,57,2025-05-02,"BRIEF Supplemental Brief on Constructive Notice (Attachments: # 1 Appendix, # 2 Certification of Melissa A. Geist, # 3 Exhibit 1, # 4 Exhibit 2, # 5 Exhibit 3, # 6 Exhibit 4, # 7 Exhibit 5, # 8 Exhibit 6, # 9 Exhibit 7, # 10 Exhibit 8, # 11 Exhibit 9, # 12 Exhibit 10, # 13 Exhibit 11, # 14 Exhibit 12, # 15 Exhibit 13, # 16 Exhibit 14, # 17 Exhibit 15, # 18 Exhibit 16, # 19 Exhibit 17, # 20 Exhibit 18, # 21 Exhibit 19, # 22 Exhibit 20, # 23 Exhibit 21, # 24 Exhibit 22, # 25 Exhibit 23, # 26 Exhibit 24, # 27 Exhibit 25, # 28 Exhibit 26, # 29 Exhibit 27, # 30 Exhibit 28, # 31 Exhibit 29, # 32 Exhibit 30, # 33 Exhibit 31, # 34 Exhibit 32, # 35 Exhibit 33, # 36 Exhibit 34, # 37 Exhibit 35, # 38 Exhibit 36, # 39 Exhibit 37, # 40 Exhibit 38, # 41 Exhibit 39, # 42 Exhibit 40, # 43 Exhibit 41, # 44 Exhibit 42, # 45 Exhibit 43, # 46 Exhibit 44, # 47 Exhibit 45, # 48 Exhibit 46, # 49 Exhibit 47, # 50 Exhibit 48, # 51 Exhibit 49, # 52 Exhibit 50, # 53 Exhibit 51, # 54 Exhibit 52, # 55 Exhibit 53, # 56 Exhibit 54, # 57 Exhibit 55, # 58 Exhibit 56, # 59 Exhibit 57, # 60 Exhibit 58, # 61 Exhibit 59, # 62 Exhibit 60, # 63 Exhibit 61, # 64 Exhibit 62, # 65 Exhibit 63, # 66 Exhibit 64, # 67 Exhibit 65, # 68 Exhibit 66, # 69 Exhibit 67, # 70 Exhibit 68, # 71 Exhibit 69, # 72 Exhibit 70, # 73 Exhibit 71, # 74 Exhibit 72, # 75 Exhibit 73, # 76 Exhibit 74, # 77 Exhibit 75, # 78 Exhibit 76, # 79 Exhibit 77, # 80 Exhibit 78, # 81 Certificate of Service)(GEIST, MELISSA) (Entered: 05/02/2025)",Attachment 57,Exhibit 55,FREE_RECAP_PDF_AVAILABLE,0536-057.pdf,4,144578,2fd0bfd23ea06db3af57509942afa3e6620b5581d3423364ad1ef9e4e89438be,9eb482c3f918013ca9fa9789a132ca087c1a5b66,ba7880f816cd20c5500485f2f458f111,https://storage.courtlistener.com/recap/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.57.pdf,https://archive.org/download/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.57.pdf,https://www.courtlistener.com/docket/67665081/536/insulin-pricing-litigation/,https://ecf.njd.uscourts.gov/doc1/119022477642,
NJD-0668-058,536,58,2025-05-02,"BRIEF Supplemental Brief on Constructive Notice (Attachments: # 1 Appendix, # 2 Certification of Melissa A. Geist, # 3 Exhibit 1, # 4 Exhibit 2, # 5 Exhibit 3, # 6 Exhibit 4, # 7 Exhibit 5, # 8 Exhibit 6, # 9 Exhibit 7, # 10 Exhibit 8, # 11 Exhibit 9, # 12 Exhibit 10, # 13 Exhibit 11, # 14 Exhibit 12, # 15 Exhibit 13, # 16 Exhibit 14, # 17 Exhibit 15, # 18 Exhibit 16, # 19 Exhibit 17, # 20 Exhibit 18, # 21 Exhibit 19, # 22 Exhibit 20, # 23 Exhibit 21, # 24 Exhibit 22, # 25 Exhibit 23, # 26 Exhibit 24, # 27 Exhibit 25, # 28 Exhibit 26, # 29 Exhibit 27, # 30 Exhibit 28, # 31 Exhibit 29, # 32 Exhibit 30, # 33 Exhibit 31, # 34 Exhibit 32, # 35 Exhibit 33, # 36 Exhibit 34, # 37 Exhibit 35, # 38 Exhibit 36, # 39 Exhibit 37, # 40 Exhibit 38, # 41 Exhibit 39, # 42 Exhibit 40, # 43 Exhibit 41, # 44 Exhibit 42, # 45 Exhibit 43, # 46 Exhibit 44, # 47 Exhibit 45, # 48 Exhibit 46, # 49 Exhibit 47, # 50 Exhibit 48, # 51 Exhibit 49, # 52 Exhibit 50, # 53 Exhibit 51, # 54 Exhibit 52, # 55 Exhibit 53, # 56 Exhibit 54, # 57 Exhibit 55, # 58 Exhibit 56, # 59 Exhibit 57, # 60 Exhibit 58, # 61 Exhibit 59, # 62 Exhibit 60, # 63 Exhibit 61, # 64 Exhibit 62, # 65 Exhibit 63, # 66 Exhibit 64, # 67 Exhibit 65, # 68 Exhibit 66, # 69 Exhibit 67, # 70 Exhibit 68, # 71 Exhibit 69, # 72 Exhibit 70, # 73 Exhibit 71, # 74 Exhibit 72, # 75 Exhibit 73, # 76 Exhibit 74, # 77 Exhibit 75, # 78 Exhibit 76, # 79 Exhibit 77, # 80 Exhibit 78, # 81 Certificate of Service)(GEIST, MELISSA) (Entered: 05/02/2025)",Attachment 58,Exhibit 56,FREE_RECAP_PDF_AVAILABLE,0536-058.pdf,4,325448,4d9ecb4ded2acf661b1ea8cf13bcae35a6fb16ef36d81b180990018c990ffa31,f823a3a82d8ae63c28ece8ad58fe13e6c009a20c,d9e9646230fb43c6c276c587a78ee1b4,https://storage.courtlistener.com/recap/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.58.pdf,https://archive.org/download/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.58.pdf,https://www.courtlistener.com/docket/67665081/536/insulin-pricing-litigation/,https://ecf.njd.uscourts.gov/doc1/119022477643,
NJD-0668-059,536,59,2025-05-02,"BRIEF Supplemental Brief on Constructive Notice (Attachments: # 1 Appendix, # 2 Certification of Melissa A. Geist, # 3 Exhibit 1, # 4 Exhibit 2, # 5 Exhibit 3, # 6 Exhibit 4, # 7 Exhibit 5, # 8 Exhibit 6, # 9 Exhibit 7, # 10 Exhibit 8, # 11 Exhibit 9, # 12 Exhibit 10, # 13 Exhibit 11, # 14 Exhibit 12, # 15 Exhibit 13, # 16 Exhibit 14, # 17 Exhibit 15, # 18 Exhibit 16, # 19 Exhibit 17, # 20 Exhibit 18, # 21 Exhibit 19, # 22 Exhibit 20, # 23 Exhibit 21, # 24 Exhibit 22, # 25 Exhibit 23, # 26 Exhibit 24, # 27 Exhibit 25, # 28 Exhibit 26, # 29 Exhibit 27, # 30 Exhibit 28, # 31 Exhibit 29, # 32 Exhibit 30, # 33 Exhibit 31, # 34 Exhibit 32, # 35 Exhibit 33, # 36 Exhibit 34, # 37 Exhibit 35, # 38 Exhibit 36, # 39 Exhibit 37, # 40 Exhibit 38, # 41 Exhibit 39, # 42 Exhibit 40, # 43 Exhibit 41, # 44 Exhibit 42, # 45 Exhibit 43, # 46 Exhibit 44, # 47 Exhibit 45, # 48 Exhibit 46, # 49 Exhibit 47, # 50 Exhibit 48, # 51 Exhibit 49, # 52 Exhibit 50, # 53 Exhibit 51, # 54 Exhibit 52, # 55 Exhibit 53, # 56 Exhibit 54, # 57 Exhibit 55, # 58 Exhibit 56, # 59 Exhibit 57, # 60 Exhibit 58, # 61 Exhibit 59, # 62 Exhibit 60, # 63 Exhibit 61, # 64 Exhibit 62, # 65 Exhibit 63, # 66 Exhibit 64, # 67 Exhibit 65, # 68 Exhibit 66, # 69 Exhibit 67, # 70 Exhibit 68, # 71 Exhibit 69, # 72 Exhibit 70, # 73 Exhibit 71, # 74 Exhibit 72, # 75 Exhibit 73, # 76 Exhibit 74, # 77 Exhibit 75, # 78 Exhibit 76, # 79 Exhibit 77, # 80 Exhibit 78, # 81 Certificate of Service)(GEIST, MELISSA) (Entered: 05/02/2025)",Attachment 59,Exhibit 57,FREE_RECAP_PDF_AVAILABLE,0536-059.pdf,4,126457,2e7be357442fcf865690adff41591552aeb8dc5c750805a0d03692697de603fb,f4b31b0db022aacbf22c0e68f1e90546b6bfdf23,2cc6a89d8529e29fbcdb70bb8f28cdaf,https://storage.courtlistener.com/recap/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.59.pdf,https://archive.org/download/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.59.pdf,https://www.courtlistener.com/docket/67665081/536/insulin-pricing-litigation/,https://ecf.njd.uscourts.gov/doc1/119022477644,
NJD-0668-060,536,60,2025-05-02,"BRIEF Supplemental Brief on Constructive Notice (Attachments: # 1 Appendix, # 2 Certification of Melissa A. Geist, # 3 Exhibit 1, # 4 Exhibit 2, # 5 Exhibit 3, # 6 Exhibit 4, # 7 Exhibit 5, # 8 Exhibit 6, # 9 Exhibit 7, # 10 Exhibit 8, # 11 Exhibit 9, # 12 Exhibit 10, # 13 Exhibit 11, # 14 Exhibit 12, # 15 Exhibit 13, # 16 Exhibit 14, # 17 Exhibit 15, # 18 Exhibit 16, # 19 Exhibit 17, # 20 Exhibit 18, # 21 Exhibit 19, # 22 Exhibit 20, # 23 Exhibit 21, # 24 Exhibit 22, # 25 Exhibit 23, # 26 Exhibit 24, # 27 Exhibit 25, # 28 Exhibit 26, # 29 Exhibit 27, # 30 Exhibit 28, # 31 Exhibit 29, # 32 Exhibit 30, # 33 Exhibit 31, # 34 Exhibit 32, # 35 Exhibit 33, # 36 Exhibit 34, # 37 Exhibit 35, # 38 Exhibit 36, # 39 Exhibit 37, # 40 Exhibit 38, # 41 Exhibit 39, # 42 Exhibit 40, # 43 Exhibit 41, # 44 Exhibit 42, # 45 Exhibit 43, # 46 Exhibit 44, # 47 Exhibit 45, # 48 Exhibit 46, # 49 Exhibit 47, # 50 Exhibit 48, # 51 Exhibit 49, # 52 Exhibit 50, # 53 Exhibit 51, # 54 Exhibit 52, # 55 Exhibit 53, # 56 Exhibit 54, # 57 Exhibit 55, # 58 Exhibit 56, # 59 Exhibit 57, # 60 Exhibit 58, # 61 Exhibit 59, # 62 Exhibit 60, # 63 Exhibit 61, # 64 Exhibit 62, # 65 Exhibit 63, # 66 Exhibit 64, # 67 Exhibit 65, # 68 Exhibit 66, # 69 Exhibit 67, # 70 Exhibit 68, # 71 Exhibit 69, # 72 Exhibit 70, # 73 Exhibit 71, # 74 Exhibit 72, # 75 Exhibit 73, # 76 Exhibit 74, # 77 Exhibit 75, # 78 Exhibit 76, # 79 Exhibit 77, # 80 Exhibit 78, # 81 Certificate of Service)(GEIST, MELISSA) (Entered: 05/02/2025)",Attachment 60,Exhibit 58,FREE_RECAP_PDF_AVAILABLE,0536-060.pdf,4,327401,fa0a9aacf3544032688220eb89e865a41a27796a45c2a89b0f0de6c4b24eb8df,07a81273ac4ff62e678b5fcaceade53e18035281,850ea66ed2fdb5020c7d4f33e1c67196,https://storage.courtlistener.com/recap/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.60.pdf,https://archive.org/download/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.60.pdf,https://www.courtlistener.com/docket/67665081/536/insulin-pricing-litigation/,https://ecf.njd.uscourts.gov/doc1/119022477645,
NJD-0668-061,536,61,2025-05-02,"BRIEF Supplemental Brief on Constructive Notice (Attachments: # 1 Appendix, # 2 Certification of Melissa A. Geist, # 3 Exhibit 1, # 4 Exhibit 2, # 5 Exhibit 3, # 6 Exhibit 4, # 7 Exhibit 5, # 8 Exhibit 6, # 9 Exhibit 7, # 10 Exhibit 8, # 11 Exhibit 9, # 12 Exhibit 10, # 13 Exhibit 11, # 14 Exhibit 12, # 15 Exhibit 13, # 16 Exhibit 14, # 17 Exhibit 15, # 18 Exhibit 16, # 19 Exhibit 17, # 20 Exhibit 18, # 21 Exhibit 19, # 22 Exhibit 20, # 23 Exhibit 21, # 24 Exhibit 22, # 25 Exhibit 23, # 26 Exhibit 24, # 27 Exhibit 25, # 28 Exhibit 26, # 29 Exhibit 27, # 30 Exhibit 28, # 31 Exhibit 29, # 32 Exhibit 30, # 33 Exhibit 31, # 34 Exhibit 32, # 35 Exhibit 33, # 36 Exhibit 34, # 37 Exhibit 35, # 38 Exhibit 36, # 39 Exhibit 37, # 40 Exhibit 38, # 41 Exhibit 39, # 42 Exhibit 40, # 43 Exhibit 41, # 44 Exhibit 42, # 45 Exhibit 43, # 46 Exhibit 44, # 47 Exhibit 45, # 48 Exhibit 46, # 49 Exhibit 47, # 50 Exhibit 48, # 51 Exhibit 49, # 52 Exhibit 50, # 53 Exhibit 51, # 54 Exhibit 52, # 55 Exhibit 53, # 56 Exhibit 54, # 57 Exhibit 55, # 58 Exhibit 56, # 59 Exhibit 57, # 60 Exhibit 58, # 61 Exhibit 59, # 62 Exhibit 60, # 63 Exhibit 61, # 64 Exhibit 62, # 65 Exhibit 63, # 66 Exhibit 64, # 67 Exhibit 65, # 68 Exhibit 66, # 69 Exhibit 67, # 70 Exhibit 68, # 71 Exhibit 69, # 72 Exhibit 70, # 73 Exhibit 71, # 74 Exhibit 72, # 75 Exhibit 73, # 76 Exhibit 74, # 77 Exhibit 75, # 78 Exhibit 76, # 79 Exhibit 77, # 80 Exhibit 78, # 81 Certificate of Service)(GEIST, MELISSA) (Entered: 05/02/2025)",Attachment 61,Exhibit 59,FREE_RECAP_PDF_AVAILABLE,0536-061.pdf,5,129402,bacd9efff9ad4a2b0eb57acd8a2f56ccc9c8ff379ab077877374aeedaec40ccb,ee6fa4f5d8b7abf48563457ea612e0cce7b104d2,b1da72cea2018acbbfb1260c94346ae8,https://storage.courtlistener.com/recap/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.61.pdf,https://archive.org/download/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.61.pdf,https://www.courtlistener.com/docket/67665081/536/insulin-pricing-litigation/,https://ecf.njd.uscourts.gov/doc1/119022477646,
NJD-0668-062,536,62,2025-05-02,"BRIEF Supplemental Brief on Constructive Notice (Attachments: # 1 Appendix, # 2 Certification of Melissa A. Geist, # 3 Exhibit 1, # 4 Exhibit 2, # 5 Exhibit 3, # 6 Exhibit 4, # 7 Exhibit 5, # 8 Exhibit 6, # 9 Exhibit 7, # 10 Exhibit 8, # 11 Exhibit 9, # 12 Exhibit 10, # 13 Exhibit 11, # 14 Exhibit 12, # 15 Exhibit 13, # 16 Exhibit 14, # 17 Exhibit 15, # 18 Exhibit 16, # 19 Exhibit 17, # 20 Exhibit 18, # 21 Exhibit 19, # 22 Exhibit 20, # 23 Exhibit 21, # 24 Exhibit 22, # 25 Exhibit 23, # 26 Exhibit 24, # 27 Exhibit 25, # 28 Exhibit 26, # 29 Exhibit 27, # 30 Exhibit 28, # 31 Exhibit 29, # 32 Exhibit 30, # 33 Exhibit 31, # 34 Exhibit 32, # 35 Exhibit 33, # 36 Exhibit 34, # 37 Exhibit 35, # 38 Exhibit 36, # 39 Exhibit 37, # 40 Exhibit 38, # 41 Exhibit 39, # 42 Exhibit 40, # 43 Exhibit 41, # 44 Exhibit 42, # 45 Exhibit 43, # 46 Exhibit 44, # 47 Exhibit 45, # 48 Exhibit 46, # 49 Exhibit 47, # 50 Exhibit 48, # 51 Exhibit 49, # 52 Exhibit 50, # 53 Exhibit 51, # 54 Exhibit 52, # 55 Exhibit 53, # 56 Exhibit 54, # 57 Exhibit 55, # 58 Exhibit 56, # 59 Exhibit 57, # 60 Exhibit 58, # 61 Exhibit 59, # 62 Exhibit 60, # 63 Exhibit 61, # 64 Exhibit 62, # 65 Exhibit 63, # 66 Exhibit 64, # 67 Exhibit 65, # 68 Exhibit 66, # 69 Exhibit 67, # 70 Exhibit 68, # 71 Exhibit 69, # 72 Exhibit 70, # 73 Exhibit 71, # 74 Exhibit 72, # 75 Exhibit 73, # 76 Exhibit 74, # 77 Exhibit 75, # 78 Exhibit 76, # 79 Exhibit 77, # 80 Exhibit 78, # 81 Certificate of Service)(GEIST, MELISSA) (Entered: 05/02/2025)",Attachment 62,Exhibit 60,FREE_RECAP_PDF_AVAILABLE,0536-062.pdf,15,497727,7ddc51dbba7b4e41e52ff1bc35ba517845dccaf5c69f09ed0d106eedcc105cb8,847aad43ba9e8b0fae96155d6515b4c8d266b569,68dc73f077b0ef546dd60838085d7042,https://storage.courtlistener.com/recap/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.62.pdf,https://archive.org/download/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.62.pdf,https://www.courtlistener.com/docket/67665081/536/insulin-pricing-litigation/,https://ecf.njd.uscourts.gov/doc1/119022477647,
NJD-0668-063,536,63,2025-05-02,"BRIEF Supplemental Brief on Constructive Notice (Attachments: # 1 Appendix, # 2 Certification of Melissa A. Geist, # 3 Exhibit 1, # 4 Exhibit 2, # 5 Exhibit 3, # 6 Exhibit 4, # 7 Exhibit 5, # 8 Exhibit 6, # 9 Exhibit 7, # 10 Exhibit 8, # 11 Exhibit 9, # 12 Exhibit 10, # 13 Exhibit 11, # 14 Exhibit 12, # 15 Exhibit 13, # 16 Exhibit 14, # 17 Exhibit 15, # 18 Exhibit 16, # 19 Exhibit 17, # 20 Exhibit 18, # 21 Exhibit 19, # 22 Exhibit 20, # 23 Exhibit 21, # 24 Exhibit 22, # 25 Exhibit 23, # 26 Exhibit 24, # 27 Exhibit 25, # 28 Exhibit 26, # 29 Exhibit 27, # 30 Exhibit 28, # 31 Exhibit 29, # 32 Exhibit 30, # 33 Exhibit 31, # 34 Exhibit 32, # 35 Exhibit 33, # 36 Exhibit 34, # 37 Exhibit 35, # 38 Exhibit 36, # 39 Exhibit 37, # 40 Exhibit 38, # 41 Exhibit 39, # 42 Exhibit 40, # 43 Exhibit 41, # 44 Exhibit 42, # 45 Exhibit 43, # 46 Exhibit 44, # 47 Exhibit 45, # 48 Exhibit 46, # 49 Exhibit 47, # 50 Exhibit 48, # 51 Exhibit 49, # 52 Exhibit 50, # 53 Exhibit 51, # 54 Exhibit 52, # 55 Exhibit 53, # 56 Exhibit 54, # 57 Exhibit 55, # 58 Exhibit 56, # 59 Exhibit 57, # 60 Exhibit 58, # 61 Exhibit 59, # 62 Exhibit 60, # 63 Exhibit 61, # 64 Exhibit 62, # 65 Exhibit 63, # 66 Exhibit 64, # 67 Exhibit 65, # 68 Exhibit 66, # 69 Exhibit 67, # 70 Exhibit 68, # 71 Exhibit 69, # 72 Exhibit 70, # 73 Exhibit 71, # 74 Exhibit 72, # 75 Exhibit 73, # 76 Exhibit 74, # 77 Exhibit 75, # 78 Exhibit 76, # 79 Exhibit 77, # 80 Exhibit 78, # 81 Certificate of Service)(GEIST, MELISSA) (Entered: 05/02/2025)",Attachment 63,Exhibit 61,FREE_RECAP_PDF_AVAILABLE,0536-063.pdf,6,113611,61f73ebfa5e034e68ec2d8e00f46f374c706b29b35517bf007b10dd0ea2df7d7,305d34b4f1087265d611e361fc2abe71912b8fe0,5028c9c8e4dfe72c23f4a428ed0a65fe,https://storage.courtlistener.com/recap/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.63.pdf,https://archive.org/download/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.63.pdf,https://www.courtlistener.com/docket/67665081/536/insulin-pricing-litigation/,https://ecf.njd.uscourts.gov/doc1/119022477648,
NJD-0668-064,536,64,2025-05-02,"BRIEF Supplemental Brief on Constructive Notice (Attachments: # 1 Appendix, # 2 Certification of Melissa A. Geist, # 3 Exhibit 1, # 4 Exhibit 2, # 5 Exhibit 3, # 6 Exhibit 4, # 7 Exhibit 5, # 8 Exhibit 6, # 9 Exhibit 7, # 10 Exhibit 8, # 11 Exhibit 9, # 12 Exhibit 10, # 13 Exhibit 11, # 14 Exhibit 12, # 15 Exhibit 13, # 16 Exhibit 14, # 17 Exhibit 15, # 18 Exhibit 16, # 19 Exhibit 17, # 20 Exhibit 18, # 21 Exhibit 19, # 22 Exhibit 20, # 23 Exhibit 21, # 24 Exhibit 22, # 25 Exhibit 23, # 26 Exhibit 24, # 27 Exhibit 25, # 28 Exhibit 26, # 29 Exhibit 27, # 30 Exhibit 28, # 31 Exhibit 29, # 32 Exhibit 30, # 33 Exhibit 31, # 34 Exhibit 32, # 35 Exhibit 33, # 36 Exhibit 34, # 37 Exhibit 35, # 38 Exhibit 36, # 39 Exhibit 37, # 40 Exhibit 38, # 41 Exhibit 39, # 42 Exhibit 40, # 43 Exhibit 41, # 44 Exhibit 42, # 45 Exhibit 43, # 46 Exhibit 44, # 47 Exhibit 45, # 48 Exhibit 46, # 49 Exhibit 47, # 50 Exhibit 48, # 51 Exhibit 49, # 52 Exhibit 50, # 53 Exhibit 51, # 54 Exhibit 52, # 55 Exhibit 53, # 56 Exhibit 54, # 57 Exhibit 55, # 58 Exhibit 56, # 59 Exhibit 57, # 60 Exhibit 58, # 61 Exhibit 59, # 62 Exhibit 60, # 63 Exhibit 61, # 64 Exhibit 62, # 65 Exhibit 63, # 66 Exhibit 64, # 67 Exhibit 65, # 68 Exhibit 66, # 69 Exhibit 67, # 70 Exhibit 68, # 71 Exhibit 69, # 72 Exhibit 70, # 73 Exhibit 71, # 74 Exhibit 72, # 75 Exhibit 73, # 76 Exhibit 74, # 77 Exhibit 75, # 78 Exhibit 76, # 79 Exhibit 77, # 80 Exhibit 78, # 81 Certificate of Service)(GEIST, MELISSA) (Entered: 05/02/2025)",Attachment 64,Exhibit 62,FREE_RECAP_PDF_AVAILABLE,0536-064.pdf,5,34843,0ab21c3f1c539d5b94a7e7a17e700d97af25cad8071c799c77265672708a3c4e,0a9c03ffe50bc02439052e16ae482bcc5ab2e476,3a0a284a9963a7e1b0bc75f4de88910d,https://storage.courtlistener.com/recap/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.64.pdf,https://archive.org/download/gov.uscourts.njd.515893/gov.uscourts.njd.515893.536.64.pdf,https://www.courtlistener.com/docket/67665081/536/insulin-pricing-litigation/,https://ecf.njd.uscourts.gov/doc1/119022477649,
